Įstaigos_kodas;Gydytojo_ID;Laisvos_registracijos_data;Įrašo_sukūrimo_data
125873515;1929;2019-04-08 18:55;2019-03-29 03:23:04
125873515;1929;2019-04-08 19:10;2019-03-29 03:23:04
125873515;1929;2019-04-08 19:35;2019-03-29 03:23:04
125873515;1929;2019-04-09 07:55;2019-03-29 03:23:04
125873515;1929;2019-04-09 08:10;2019-03-29 03:23:04
125873515;1929;2019-04-09 08:25;2019-03-29 03:23:04
125873515;1929;2019-04-09 08:40;2019-03-29 03:23:04
125873515;1929;2019-04-09 11:15;2019-03-29 03:23:04
125873515;1929;2019-04-09 11:30;2019-03-29 03:23:04
125873515;1929;2019-04-09 11:45;2019-03-29 03:23:04
125873515;1929;2019-04-09 12:00;2019-03-29 03:23:04
125873515;1929;2019-04-09 12:15;2019-03-29 03:23:04
125873515;1929;2019-04-09 12:45;2019-03-29 03:23:04
125873515;1929;2019-04-10 13:55;2019-03-29 03:23:04
